"id","name","value","units","description"
"4dc9e7e0489371a7d1d0afd34fb554b5","station_or_site_name","Rivi�re des galets  ","CCITT IA5","Rivi�re des galets  "
"4dc9e7e0489371a7d1d0afd34fb554b5","data_buoy_type",25,"CODE TABLE","Directional waverider"
"4dc9e7e0489371a7d1d0afd34fb554b5","depth_below_water_surface",0.0,"m","NA"
