"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"f7229de36bfd48af9ebe76d7bf1017b5","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",24.9,"Celsius","NA","2022-03-08T13:34:21+0","a44e236f5dfb5d5fc5046bfa6eb2f477",13
"59345613eca04d06bd817cdcd1e89307","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",18.2,"Celsius","NA","2022-03-08T13:34:21+0","7c3133632ec1b4f1422d759c5c12fa26",15
"7a308ae663644bd98af47d4bc33901f9","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",19.3,"Celsius","NA","2022-03-08T13:34:21+0","35517ffca8eb8afca8b1e8140c51816f",17
"e4082f7b507b4e528297fd0a00e78f3e","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_accumulated_precipitation",10.5,"kg m-2","NA","2022-03-08T13:34:21+0","0eaf7264a090d3487d6f4422c5306350",21
"60b53e0f485040b7a052fe0305a250cf","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",20.6,"Celsius","NA","2022-03-08T13:34:22+0","a44e236f5dfb5d5fc5046bfa6eb2f477",28
"4090437cc74249969fba394e1c5f9185","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",17.4,"Celsius","NA","2022-03-08T13:34:22+0","7c3133632ec1b4f1422d759c5c12fa26",30
"af238c802de040c9b50e5b1baae41925","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",18.7,"Celsius","NA","2022-03-08T13:34:22+0","35517ffca8eb8afca8b1e8140c51816f",32
"48d2e6d764ff41b89406afc53dc35733","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","total_accumulated_precipitation",-0.1,"kg m-2","NA","2022-03-08T13:34:22+0","0eaf7264a090d3487d6f4422c5306350",36
"4594e181aeee492dbe8f081396bf579a","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",22.6,"Celsius","NA","2022-03-08T13:34:22+0","a44e236f5dfb5d5fc5046bfa6eb2f477",43
"3323c6cfc92a457eac86720aac85c99c","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",17.4,"Celsius","NA","2022-03-08T13:34:22+0","7c3133632ec1b4f1422d759c5c12fa26",45
"70d6856a0f8d4028b6ed67327f1235fc","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",19.5,"Celsius","NA","2022-03-08T13:34:22+0","35517ffca8eb8afca8b1e8140c51816f",47
"aad42951a75e4e39b5c9a2f19215c4a2","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","total_accumulated_precipitation",-0.1,"kg m-2","NA","2022-03-08T13:34:22+0","0eaf7264a090d3487d6f4422c5306350",51
"4f0e25a33c974a8b97d4696bec8436d3","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-04T00:00:00Z/2021-12-05T00:00:00Z","air_temperature",22.7,"Celsius","NA","2022-03-08T13:34:22+0","a44e236f5dfb5d5fc5046bfa6eb2f477",58
"af3fa0bf39de4f85aafd934473fdb7ca","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-04T00:00:00Z/2021-12-05T00:00:00Z","air_temperature",17.9,"Celsius","NA","2022-03-08T13:34:22+0","7c3133632ec1b4f1422d759c5c12fa26",60
"4034e52b42194857b659211140655155","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-04T00:00:00Z/2021-12-05T00:00:00Z","air_temperature",19.5,"Celsius","NA","2022-03-08T13:34:22+0","35517ffca8eb8afca8b1e8140c51816f",62
"d3ad0eb7cc194782b2db716551e67974","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-04T00:00:00Z/2021-12-05T00:00:00Z","total_accumulated_precipitation",-0.1,"kg m-2","NA","2022-03-08T13:34:22+0","0eaf7264a090d3487d6f4422c5306350",66
"43aded1b74464268a6d7c2041c42f994","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-05T00:00:00Z/2021-12-06T00:00:00Z","air_temperature",21.4,"Celsius","NA","2022-03-08T13:34:22+0","a44e236f5dfb5d5fc5046bfa6eb2f477",73
"5fb95f7584494136b088a9ea3b0c3fd3","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-05T00:00:00Z/2021-12-06T00:00:00Z","air_temperature",17.5,"Celsius","NA","2022-03-08T13:34:22+0","7c3133632ec1b4f1422d759c5c12fa26",75
"c6b87739873546818c166621c312c792","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-05T00:00:00Z/2021-12-06T00:00:00Z","air_temperature",19.4,"Celsius","NA","2022-03-08T13:34:22+0","35517ffca8eb8afca8b1e8140c51816f",77
"0b92a39a320e4d56b7eb69aa1e6604f9","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-05T00:00:00Z/2021-12-06T00:00:00Z","total_accumulated_precipitation",-0.1,"kg m-2","NA","2022-03-08T13:34:22+0","0eaf7264a090d3487d6f4422c5306350",81
"e71d6dc44b45486085c4c6f0f3c88540","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-06T00:00:00Z/2021-12-07T00:00:00Z","air_temperature",23.7,"Celsius","NA","2022-03-08T13:34:22+0","a44e236f5dfb5d5fc5046bfa6eb2f477",88
"56bc30eee26b4f2b943ed5798bf5986b","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-49","0-20000-0-47945","Feature","Point","[131.22833, 25.82833, 15.3]","2021-12-06T00:00:00Z/2021-12-07T00:00:00Z","air_temperature",18.8,"Celsius","NA","2022-03-08T13:34:22+0","7c3133632ec1b4f1422d759c5c12fa26",90
