"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"30ae90d7300a4d86a2830c886f7e80d6","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",14.0,"Celsius","NA","2022-03-08T13:34:19+0","a44e236f5dfb5d5fc5046bfa6eb2f477",13
"9e8f41f740444e7d8c5af17ad33e792b","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",6.8,"Celsius","NA","2022-03-08T13:34:19+0","7c3133632ec1b4f1422d759c5c12fa26",15
"7ebc12bf1d6647b99f5c935253d06204","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",10.1,"Celsius","NA","2022-03-08T13:34:19+0","35517ffca8eb8afca8b1e8140c51816f",17
"78ac04bf0eac42f8854873fffbf5ab62","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_accumulated_precipitation",-0.1,"kg m-2","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",21
"ef139dcf032649da945a0d79d547f617","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","depth_of_fresh_snow",0.0,"m","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",22
"3a2bb2adcc254025bde8f0a4b91529d1","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_snow_depth",0.0,"m","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",23
"e1aec28257424db5bd7aebb312a7a3e9","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",10.4,"Celsius","NA","2022-03-08T13:34:19+0","a44e236f5dfb5d5fc5046bfa6eb2f477",28
"f03dbc5941d94e7d8d5a92c56b97f070","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",3.3,"Celsius","NA","2022-03-08T13:34:19+0","7c3133632ec1b4f1422d759c5c12fa26",30
"233eef9e62d547a5b6b19986131a3cf4","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",7.1,"Celsius","NA","2022-03-08T13:34:19+0","35517ffca8eb8afca8b1e8140c51816f",32
"45fe4dc51e3d471fa2e26abffae8db4e","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","total_accumulated_precipitation",0.0,"kg m-2","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",36
"2d256c402c5a4f308ac4680ada45d987","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","depth_of_fresh_snow",0.0,"m","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",37
"338c6da926564bcda3db1aaa85845fa1","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","total_snow_depth",0.0,"m","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",38
"00b0b5efbd7f4fea9c9ca269540202c0","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",13.7,"Celsius","NA","2022-03-08T13:34:19+0","a44e236f5dfb5d5fc5046bfa6eb2f477",43
"4aac9405444e423da8720de62d453473","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",7.0,"Celsius","NA","2022-03-08T13:34:19+0","7c3133632ec1b4f1422d759c5c12fa26",45
"c8ac9032e0884411b1ae84265a43bd31","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",9.5,"Celsius","NA","2022-03-08T13:34:19+0","35517ffca8eb8afca8b1e8140c51816f",47
"de9952206c0d404086560d63126ee6fe","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","total_accumulated_precipitation",3.5,"kg m-2","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",51
"51804fc9de50464db6968c5c5e6b542a","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","depth_of_fresh_snow",0.0,"m","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",52
"6d4faff8b31549e494c603b1f0eac40f","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","total_snow_depth",0.0,"m","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",53
"d9b4cbceb12441d9ab4b3e9d6f1f6058","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-04T00:00:00Z/2021-12-05T00:00:00Z","air_temperature",11.4,"Celsius","NA","2022-03-08T13:34:19+0","a44e236f5dfb5d5fc5046bfa6eb2f477",58
"b092d82cd5ad4cfaab9cfc794650baa4","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-04T00:00:00Z/2021-12-05T00:00:00Z","air_temperature",4.7,"Celsius","NA","2022-03-08T13:34:19+0","7c3133632ec1b4f1422d759c5c12fa26",60
"ec59139f3b0c4633acf928d6b59e9c7d","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-04T00:00:00Z/2021-12-05T00:00:00Z","air_temperature",8.8,"Celsius","NA","2022-03-08T13:34:19+0","35517ffca8eb8afca8b1e8140c51816f",62
"ff8eaeaf8bd746c28299dcb19cf14e7a","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-41","0-20000-0-47887","Feature","Point","[132.77666, 33.84333, 32.2]","2021-12-04T00:00:00Z/2021-12-05T00:00:00Z","total_accumulated_precipitation",0.0,"kg m-2","NA","2022-03-08T13:34:19+0","0eaf7264a090d3487d6f4422c5306350",66
