"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"25da8fad778245a3bbba027eb05fadc8","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",20.3,"Celsius","NA","2022-03-08T13:34:12+0","a44e236f5dfb5d5fc5046bfa6eb2f477",13
"c35a6b9513484c1fbd9cad709b2dc6e7","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",9.7,"Celsius","NA","2022-03-08T13:34:12+0","7c3133632ec1b4f1422d759c5c12fa26",15
"a925b866c5e04a42b92fb1a49691e0df","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",15.5,"Celsius","NA","2022-03-08T13:34:12+0","35517ffca8eb8afca8b1e8140c51816f",17
"080b3d81c7f44a0684c3e6f2d4bde0e9","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_accumulated_precipitation",54.5,"kg m-2","NA","2022-03-08T13:34:12+0","0eaf7264a090d3487d6f4422c5306350",21
"cecd85b8b2784203a167d7bb8beeecc7","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","depth_of_fresh_snow",0.0,"m","NA","2022-03-08T13:34:12+0","0eaf7264a090d3487d6f4422c5306350",22
"dacb7a489a59457ca5aee0060826ec96","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_snow_depth",0.0,"m","NA","2022-03-08T13:34:12+0","0eaf7264a090d3487d6f4422c5306350",23
"7906451afdd648a29ccff477941ab6f5","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",13.8,"Celsius","NA","2022-03-08T13:34:12+0","a44e236f5dfb5d5fc5046bfa6eb2f477",28
"95c5bdbb0a434470912c54911311704c","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",6.1,"Celsius","NA","2022-03-08T13:34:12+0","7c3133632ec1b4f1422d759c5c12fa26",30
"e276e023c0354f9390875806c5fa110d","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",10.1,"Celsius","NA","2022-03-08T13:34:12+0","35517ffca8eb8afca8b1e8140c51816f",32
"825c109c48de4140b9d70667fcd3dce5","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","total_accumulated_precipitation",-0.1,"kg m-2","NA","2022-03-08T13:34:12+0","0eaf7264a090d3487d6f4422c5306350",36
"659548e7ccad4c5e92a58f00d4882c0c","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-24","0-20000-0-47662","Feature","Point","[139.75, 35.69166, 25.2]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","depth_of_fresh_snow",0.0,"m","NA","2022-03-08T13:34:12+0","0eaf7264a090d3487d6f4422c5306350",37
