"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"42b5f3b9792447099188a46148afc9ad","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",11.2,"Celsius","NA","2022-03-08T13:34:17+0","a44e236f5dfb5d5fc5046bfa6eb2f477",13
"ce69fdd4406e435ebbf0d903c9254fcd","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",7.0,"Celsius","NA","2022-03-08T13:34:17+0","7c3133632ec1b4f1422d759c5c12fa26",15
"4b30982baf86482b87cee29d7f0cd0b5","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",9.4,"Celsius","NA","2022-03-08T13:34:17+0","35517ffca8eb8afca8b1e8140c51816f",17
"1fba3160d55d457791a891d434579fe2","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_accumulated_precipitation",-0.1,"kg m-2","NA","2022-03-08T13:34:17+0","0eaf7264a090d3487d6f4422c5306350",21
"d1bd55653d014c7d9d01f2b7bc8e84d4","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","depth_of_fresh_snow",0.0,"m","NA","2022-03-08T13:34:17+0","0eaf7264a090d3487d6f4422c5306350",22
"72a5f1265b51428b9fc343c84bff4f3b","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_snow_depth",0.0,"m","NA","2022-03-08T13:34:17+0","0eaf7264a090d3487d6f4422c5306350",23
"6bb6498937904804b7c721c0a624847a","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",10.6,"Celsius","NA","2022-03-08T13:34:17+0","a44e236f5dfb5d5fc5046bfa6eb2f477",28
"dd98053b4b5a42ef85a7fb8675ad6321","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",3.7,"Celsius","NA","2022-03-08T13:34:17+0","7c3133632ec1b4f1422d759c5c12fa26",30
"d3753cc2ea034da9b8fa31e7c4e66da1","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",7.2,"Celsius","NA","2022-03-08T13:34:17+0","35517ffca8eb8afca8b1e8140c51816f",32
"e7af83d67cc842729c9653743bae51a8","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-37","0-20000-0-47817","Feature","Point","[129.86666, 32.73333, 26.9]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","total_accumulated_precipitation",-0.1,"kg m-2","NA","2022-03-08T13:34:17+0","0eaf7264a090d3487d6f4422c5306350",36
