"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"4aa88028adde4108beff4276c4205d3a","A_IOBH03LFPW080200_C_EDZW_20220308022101_98169553-0","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-08T01:40:00Z","duration_of_wave_record",2400.0,"s","NA","2022-03-08T14:41:33+0","4dc9e7e0489371a7d1d0afd34fb554b5",32
"9d154f37df894f7d823bf01abdc7323e","A_IOBH03LFPW080200_C_EDZW_20220308022101_98169553-0","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-08T01:40:00Z","significant_wave_height",0.5,"m","NA","2022-03-08T14:41:33+0","4dc9e7e0489371a7d1d0afd34fb554b5",33
"a13ef3ce102a47b4893f53e712599a13","A_IOBH03LFPW080200_C_EDZW_20220308022101_98169553-0","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-08T01:40:00Z","maximum_wave_height",0.9,"m","NA","2022-03-08T14:41:33+0","4dc9e7e0489371a7d1d0afd34fb554b5",34
"758bb48977394bc68346f191f73daf6e","A_IOBH03LFPW080200_C_EDZW_20220308022101_98169553-0","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-08T01:40:00Z","average_wave_period",7.0,"s","NA","2022-03-08T14:41:33+0","4dc9e7e0489371a7d1d0afd34fb554b5",35
