"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"96be410d72cc4a6291d2ef6242d7dae7","A_IOBH03LFPW071500_C_EDZW_20220307152102_97655559-0","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-07T14:40:00Z","duration_of_wave_record",2400.0,"s","NA","2022-03-08T14:41:18+0","4dc9e7e0489371a7d1d0afd34fb554b5",32
"1909bb129ee3479dbe10dcebb552712a","A_IOBH03LFPW071500_C_EDZW_20220307152102_97655559-0","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-07T14:40:00Z","significant_wave_height",0.4,"m","NA","2022-03-08T14:41:18+0","4dc9e7e0489371a7d1d0afd34fb554b5",33
"b16ee07af53b41b5b9a1169facd4f5f3","A_IOBH03LFPW071500_C_EDZW_20220307152102_97655559-0","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-07T14:40:00Z","maximum_wave_height",0.7000000000000001,"m","NA","2022-03-08T14:41:18+0","4dc9e7e0489371a7d1d0afd34fb554b5",34
"ddbb0fb64ed54f69bcb776afb4008691","A_IOBH03LFPW071500_C_EDZW_20220307152102_97655559-0","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-07T14:40:00Z","average_wave_period",6.0,"s","NA","2022-03-08T14:41:18+0","4dc9e7e0489371a7d1d0afd34fb554b5",35
