"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"54dc2a8157d046e6906aefb8996f94a2","A_IOBH03LFPW071700_C_EDZW_20220307172201_97772409-1","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-07T17:10:00Z","duration_of_wave_record",2400.0,"s","NA","2022-03-08T14:41:20+0","4dc9e7e0489371a7d1d0afd34fb554b5",32
"42c368f9501a4a6a825f0a5a354fd856","A_IOBH03LFPW071700_C_EDZW_20220307172201_97772409-1","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-07T17:10:00Z","significant_wave_height",0.5,"m","NA","2022-03-08T14:41:20+0","4dc9e7e0489371a7d1d0afd34fb554b5",33
"5d59bd01afd34373be225df303f0d0d0","A_IOBH03LFPW071700_C_EDZW_20220307172201_97772409-1","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-07T17:10:00Z","maximum_wave_height",0.9,"m","NA","2022-03-08T14:41:20+0","4dc9e7e0489371a7d1d0afd34fb554b5",34
"2220b7fc0da54e6da75e83e2437c3751","A_IOBH03LFPW071700_C_EDZW_20220307172201_97772409-1","0-20002-0-1400011","Feature","Point","[55.27732, -20.94572]","2022-03-07T17:10:00Z","average_wave_period",6.0,"s","NA","2022-03-08T14:41:20+0","4dc9e7e0489371a7d1d0afd34fb554b5",35
