"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"d9cf6942dc3a49ab9dd64cfe8708a849","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",16.9,"Celsius","NA","2022-03-08T13:34:09+0","a44e236f5dfb5d5fc5046bfa6eb2f477",13
"740251841cee40728d343061bb1ff5a0","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",4.7,"Celsius","NA","2022-03-08T13:34:09+0","7c3133632ec1b4f1422d759c5c12fa26",15
"c7cd639e18dc47638e0f7b417e355d13","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","air_temperature",9.5,"Celsius","NA","2022-03-08T13:34:09+0","35517ffca8eb8afca8b1e8140c51816f",17
"013eafed6bdb48d6a1e21663f43b6d4e","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_accumulated_precipitation",35.0,"kg m-2","NA","2022-03-08T13:34:09+0","0eaf7264a090d3487d6f4422c5306350",21
"669715e3a0784058a48ef601b33300d0","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","depth_of_fresh_snow",0.0,"m","NA","2022-03-08T13:34:09+0","0eaf7264a090d3487d6f4422c5306350",22
"0df2c1c8bb7746d28d32784bf63a1d7c","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-01T00:00:00Z/2021-12-02T00:00:00Z","total_snow_depth",0.0,"m","NA","2022-03-08T13:34:09+0","0eaf7264a090d3487d6f4422c5306350",23
"0a0e0eb248d54fa78ec0af1603af365a","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",9.8,"Celsius","NA","2022-03-08T13:34:09+0","a44e236f5dfb5d5fc5046bfa6eb2f477",28
"cc17453d6ef84a3792728bd97bc400a1","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",4.2,"Celsius","NA","2022-03-08T13:34:09+0","7c3133632ec1b4f1422d759c5c12fa26",30
"793d4b018cb446c1aaf5f4ac3c01ce63","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","air_temperature",7.0,"Celsius","NA","2022-03-08T13:34:09+0","35517ffca8eb8afca8b1e8140c51816f",32
"7e9e869c905842658989e040973c1918","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","total_accumulated_precipitation",3.0,"kg m-2","NA","2022-03-08T13:34:09+0","0eaf7264a090d3487d6f4422c5306350",36
"71e1ae31dc2c4e418ca555344fddc44a","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","depth_of_fresh_snow",0.0,"m","NA","2022-03-08T13:34:09+0","0eaf7264a090d3487d6f4422c5306350",37
"a8dbf69005b040c4a743327bea6af10a","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-02T00:00:00Z/2021-12-03T00:00:00Z","total_snow_depth",0.0,"m","NA","2022-03-08T13:34:09+0","0eaf7264a090d3487d6f4422c5306350",38
"b62d08b8c571424f8486d025ddcfecf2","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",14.5,"Celsius","NA","2022-03-08T13:34:09+0","a44e236f5dfb5d5fc5046bfa6eb2f477",43
"8b8d3840d1b7442e9c057239f1075a3e","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",3.8,"Celsius","NA","2022-03-08T13:34:10+0","7c3133632ec1b4f1422d759c5c12fa26",45
"58900f34b4ee411f8fcd2ab09df9d957","A_ISCC60RJTD030000_C_EDZW_20220103010201_27953104-16","0-20000-0-47605","Feature","Point","[136.63333, 36.58833, 5.7]","2021-12-03T00:00:00Z/2021-12-04T00:00:00Z","air_temperature",9.0,"Celsius","NA","2022-03-08T13:34:10+0","35517ffca8eb8afca8b1e8140c51816f",47
