"feature.id","record.id","record.station_id.wsi","feature.type","feature.geometry.type","feature.geometry.coordinates","feature.properties.phenomenonTime","feature.properties.key","feature.properties.value","feature.properties.units","feature.properties.description","feature.properties.resultTime","feature.properties.metadata","feature.properties.index"
"6cbf91aaca1c48bcad20b36d070468c6","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","pressure_reduced_to_mean_sea_level",1020.0,"hPa","NA","2022-03-08T13:33:35+0","eceb42e1558a0c2260ac5c07b5655ac4",14
"4c1dfb4c6822419ca79663f292f242c4","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","3hour_pressure_change",0.0,"hPa","NA","2022-03-08T13:33:35+0","eceb42e1558a0c2260ac5c07b5655ac4",15
"6481ea3984db425daa4c0136a7aee81e","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","characteristic_of_pressure_tendency",0.0,"CODE TABLE","Increasing, then decreasing; atmospheric pressure the same or higher than three hours ago","2022-03-08T13:33:35+0","eceb42e1558a0c2260ac5c07b5655ac4",16
"31c62c6dbfae4a5490f745f772845259","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","air_temperature",22.0,"Celsius","NA","2022-03-08T13:33:35+0","eceb42e1558a0c2260ac5c07b5655ac4",19
"4dd05935ffbc4b16b28e482a0d3e8a45","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","wet_bulb_temperature",19.5,"Celsius","NA","2022-03-08T13:33:35+0","eceb42e1558a0c2260ac5c07b5655ac4",21
"6a6f0e5ab90642c5b5c2dbfa729e8259","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","dewpoint_temperature",18.0,"Celsius","NA","2022-03-08T13:33:35+0","eceb42e1558a0c2260ac5c07b5655ac4",22
"5a4f1bf12ead41c1bb90d289c2fe98d3","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","horizontal_visibility",20000.0,"m","NA","2022-03-08T13:33:35+0","eceb42e1558a0c2260ac5c07b5655ac4",26
"deb2de09847b4636a4cc69f06f4a9f00","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","cloud_cover_total",88.0,"%","NA","2022-03-08T13:33:35+0","eceb42e1558a0c2260ac5c07b5655ac4",31
"03597cd1af3f435f95dd0b97aaaed107","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","cloud_amount",5.0,"CODE TABLE","5 oktas","2022-03-08T13:33:35+0","fc254129a8450f05ddeaa50ef451fe4f",33
"f05c711d49ce4675b10c16bf4f38414a","A_ISSL01EGRR170600_C_EDZW_20220217063602_77195428-1","0-20004-0-VRLI7","Feature","Point","[28.3, -33.2]","2022-02-17T06:00:00Z","height_of_base_of_cloud",100.0,"m","NA","2022-03-08T13:33:35+0","fc254129a8450f05ddeaa50ef451fe4f",34
